Date/Time,Badge Number,Reading
2025-05-08 08:00:00,W-84182910,65455.12
2025-05-08 08:00:00,W-51139197,366414.94
2025-05-08 08:00:00,W-84178630,238466.65
2025-05-08 08:00:00,W-51140306,1163284.7
2025-05-08 08:00:00,W-51139156,138846.99
2025-05-08 08:00:00,W-51139376,42830.58
2025-05-08 08:00:00,W-84220384,260045.06
2025-05-08 08:00:00,W-51046560,355911.69
2025-05-08 08:00:00,W-84181147,9999999.98
2025-05-08 08:00:00,W-51063502,123364.91
2025-05-08 08:00:00,W-51046106,488749.59
2025-05-08 08:00:00,W-84218604,114429.05
2025-05-08 08:00:00,W-51140047,59172.05
2025-05-08 08:00:00,W-51139379,639294.74
2025-05-08 08:00:00,W-51140570,475421.8
2025-05-08 08:00:00,W-51140322,714577.9
2025-05-08 08:00:00,W-84182059,245146.8
2025-05-08 08:00:00,W-51045048,0.02
2025-05-08 08:00:00,W-51109269,122555.94
2025-05-08 08:00:00,W-51119892,304549.57
2025-05-08 08:00:00,W-51133779,408473.83
2025-05-08 08:00:00,W-51079798,481278.0
2025-05-08 08:00:00,W-51084949,283499.32
2025-05-08 08:00:00,W-51084704,379651.56
2025-05-08 08:00:00,W-51084901,550239.47
2025-05-08 08:00:00,W-51108860,382811.78
2025-05-08 08:00:00,W-51112989,422330.25
2025-05-08 08:00:00,W-51108774,834.07
2025-05-08 08:00:00,W-51106023,593008.95
2025-05-08 08:00:00,W-51099133,170384.76
2025-05-08 08:00:00,W-51102517,373762.6
2025-05-08 08:00:00,W-51109978,391612.78
2025-05-08 08:00:00,W-51135293,384294.57
2025-05-08 08:00:00,W-51122525,143908.15
2025-05-08 08:00:00,W-51132557,306054.57
2025-05-08 08:00:00,W-51079677,521159.21
2025-05-08 08:00:00,W-51109859,263557.79
2025-05-08 08:00:00,W-51080450,446434.37
2025-05-08 08:00:00,W-51113229,448704.57
2025-05-08 08:00:00,W-51108257,175334.63
2025-05-08 08:00:00,W-51115731,195766.19
2025-05-08 08:00:00,W-51112163,265659.24
2025-05-08 08:00:00,W-51111100,224082.47
2025-05-08 08:00:00,W-51111415,160189.32
2025-05-08 08:00:00,W-51119348,151072.69
2025-05-08 08:00:00,W-51117940,756211.48
2025-05-08 08:00:00,W-51105360,895876.26
2025-05-08 08:00:00,W-51107503,1090114.27
2025-05-08 08:00:00,W-51102264,156238.23
2025-05-08 08:00:00,W-51106930,453293.29
2025-05-08 08:00:00,W-51123874,1143468.75
2025-05-08 08:00:00,W-51127489,471437.09
2025-05-08 08:00:00,W-51110901,138179.34
2025-05-08 08:00:00,W-51107637,738031.5
2025-05-08 08:00:00,W-51106520,414878.77
2025-05-08 08:00:00,W-51109934,426848.89
2025-05-08 08:00:00,W-51105632,1200678.69
2025-05-08 08:00:00,W-51105638,1082359.62
2025-05-08 08:00:00,W-51108486,680914.8
2025-05-08 08:00:00,W-51106125,210553.66
2025-05-08 08:00:00,W-51078067,330955.33
2025-05-08 08:00:00,W-51112153,254843.05
2025-05-08 08:00:00,W-51113422,1126394.18
2025-05-08 08:00:00,W-51103608,456932.63
2025-05-08 08:00:00,W-51135135,1228760.73
2025-05-08 08:00:00,W-51072933,427644.63
2025-05-08 08:00:00,W-51080902,306270.44
2025-05-08 08:00:00,W-51080814,113980.47
2025-05-08 08:00:00,W-51067136,391174.06
2025-05-08 08:00:00,W-51064253,1070599.09
2025-05-08 08:00:00,W-84183756,343578.59
2025-05-08 08:00:00,W-51085309,531599.32
2025-05-08 08:00:00,W-51045820,321804.57
2025-05-08 08:00:00,W-51039531,445696.4
2025-05-08 08:00:00,W-51033009,247944.94
2025-05-08 08:00:00,W-51061347,1407868.58
2025-05-08 08:00:00,W-84179488,566024.44
2025-05-08 08:00:00,W-51119037,750868.64
2025-05-08 08:00:00,W-51125649,1258204.84
2025-05-08 08:00:00,W-51046648,569690.64
2025-05-08 08:00:00,W-51125542,338186.15
2025-05-08 08:00:00,W-84182047,319047.52
2025-05-08 08:00:00,W-51066676,887992.84
2025-05-08 08:00:00,W-51128557,616302.31
2025-05-08 08:00:00,W-51050787,256655.79
2025-05-08 08:00:00,W-51068320,121495.02
2025-05-08 08:00:00,W-51044692,583210.49
2025-05-08 08:00:00,W-84183381,562426.12
2025-05-08 08:00:00,W-51038256,342062.39
2025-05-08 08:00:00,W-51043372,394338.65
2025-05-08 08:00:00,W-51057979,171924.25
2025-05-08 08:00:00,W-84176489,230229.53
2025-05-08 08:00:00,W-51037921,141805.95
2025-05-08 08:00:00,W-51062894,396870.83
