Date/Time,Badge Number,Reading
2025-05-09,W-84182910,65603.22
2025-05-09,W-51139197,366465.3
2025-05-09,W-84178630,238551.25
2025-05-09,W-51140306,1164037.4
2025-05-09,W-51139156,138865.06
2025-05-09,W-51139376,42835.31
2025-05-09,W-84220384,260184.68
2025-05-09,W-51046560,357262.51
2025-05-09,W-84181147,9999999.98
2025-05-09,W-51046106,488749.59
2025-05-09,W-84218604,114428.98
2025-05-09,W-51063502,123423.25
2025-05-09,W-51139379,639554.67
2025-05-09,W-51140047,59193.46
2025-05-09,W-51140570,475645.2
2025-05-09,W-51140322,714893.6
2025-05-09,W-84182059,245426.41
2025-05-09,W-51045048,0.02
2025-05-09,W-51109269,122577.0
2025-05-09,W-51133779,408569.76
2025-05-09,W-51119892,304697.26
2025-05-09,W-51079798,481296.84
2025-05-09,W-51084949,283511.62
2025-05-09,W-51084704,379710.88
2025-05-09,W-51084901,550701.39
2025-05-09,W-51108860,382847.25
2025-05-09,W-51112989,422371.26
2025-05-09,W-51108774,834.07
2025-05-09,W-51106023,593133.1
2025-05-09,W-51099133,170422.55
2025-05-09,W-51102517,373913.38
2025-05-09,W-51109978,391727.8
2025-05-09,W-51135293,384339.21
2025-05-09,W-51122525,143909.85
2025-05-09,W-51132557,306149.38
2025-05-09,W-51079677,521373.08
2025-05-09,W-51109859,263592.57
2025-05-09,W-51080450,446778.08
2025-05-09,W-51113229,448788.22
2025-05-09,W-51108257,175394.98
2025-05-09,W-51115731,195825.12
2025-05-09,W-51112163,265711.35
2025-05-09,W-51111100,224093.22
2025-05-09,W-51111415,160214.13
2025-05-09,W-51119348,151167.88
2025-05-09,W-51117940,756374.01
2025-05-09,W-51105360,895926.44
2025-05-09,W-51107503,1090355.14
2025-05-09,W-51102264,156455.32
2025-05-09,W-51106930,453367.43
2025-05-09,W-51123874,1143710.38
2025-05-09,W-51127489,471549.72
2025-05-09,W-51110901,138256.16
2025-05-09,W-51107637,738168.72
2025-05-09,W-51106520,415113.71
2025-05-09,W-51109934,426848.89
2025-05-09,W-51105632,1200736.18
2025-05-09,W-51105638,1082410.41
2025-05-09,W-51108486,681027.64
2025-05-09,W-51106125,210553.97
2025-05-09,W-51078067,331187.76
2025-05-09,W-51112153,254900.27
2025-05-09,W-51113422,1126471.73
2025-05-09,W-51103608,456993.0
2025-05-09,W-51135135,1228944.34
2025-05-09,W-51072933,427659.0
2025-05-09,W-51080902,306417.68
2025-05-09,W-51080814,113980.47
2025-05-09,W-51067136,391289.69
2025-05-09,W-51064253,1071076.25
2025-05-09,W-84183756,343769.3
2025-05-09,W-51085309,531726.22
2025-05-09,W-51045820,322118.08
2025-05-09,W-51039531,445904.06
2025-05-09,W-51033009,248085.77
2025-05-09,W-51061347,1407868.58
2025-05-09,W-84179488,566043.94
2025-05-09,W-51119037,750956.7
2025-05-09,W-51125649,1258478.67
2025-05-09,W-51046648,569820.3
2025-05-09,W-51125542,338892.9
2025-05-09,W-84182047,319161.83
2025-05-09,W-51066676,888145.23
2025-05-09,W-51128557,616357.07
2025-05-09,W-51050787,256686.12
2025-05-09,W-51068320,121681.47
2025-05-09,W-51044692,583259.92
2025-05-09,W-84183381,562426.37
2025-05-09,W-51038256,342110.72
2025-05-09,W-51043372,394338.65
2025-05-09,W-51057979,172011.38
2025-05-09,W-84176489,230236.18
2025-05-09,W-51037921,141799.99
2025-05-09,W-51062894,397258.34
2025-05-09,W-51066321,373517.62
2025-05-09,W-51122202,821246.73
2025-05-09,W-51048463,324711.39
2025-05-09,W-51088721,22836.83
2025-05-09,W-51065024,198023.45
2025-05-09,W-51068904,1983213.7
2025-05-09,W-51127697,428818.17
2025-05-09,W-51047097,1640898.92
2025-05-09,W-51065132,331836.28
2025-05-09,W-51047669,500588.52
2025-05-09,W-51124879,402621.86
2025-05-09,W-51041871,330057.41
2025-05-09,W-51033517,666617.77
2025-05-09,W-51057191,225741.3
2025-05-09,W-51061402,237476.79
2025-05-09,W-51121029,688627.31
2025-05-09,W-51066140,1000784.5
2025-05-09,W-84183538,378257.24
2025-05-09,W-51125675,279580.9
2025-05-09,W-84183296,267942.96
2025-05-09,W-51060679,121086.95
2025-05-09,W-51033589,270761.9
2025-05-09,W-51065106,179549.15
2025-05-09,W-51039073,1111410.75
2025-05-09,W-51120786,351944.19
2025-05-09,W-51126731,1158734.52
2025-05-09,W-51047831,453348.42
2025-05-09,W-51047068,85142.62
2025-05-09,W-51041865,297304.65
2025-05-09,W-51128539,256963.54
2025-05-09,W-51041413,366963.26
2025-05-09,W-51043761,408948.43
2025-05-09,W-51038707,96218.24
2025-05-09,W-51035287,452548.05
2025-05-09,W-51039744,176592.6
2025-05-09,W-51065638,258543.37
2025-05-09,W-51122944,727335.2
2025-05-09,W-51122265,1278918.52
2025-05-09,W-51069645,377522.66
2025-05-09,W-51068383,255192.38
2025-05-09,W-51050832,710202.76
2025-05-09,W-51128441,397391.16
2025-05-09,W-51063877,3.66
2025-05-09,W-51036722,204096.92
2025-05-09,W-51065169,1095286.63
2025-05-09,W-51038083,454961.66
2025-05-09,W-84180540,289527.54
2025-05-09,W-51034413,62070.9
2025-05-09,W-51060618,447698.59
2025-05-09,W-51048021,351692.35
2025-05-09,W-51102791,1316907.96
2025-05-09,W-51065319,313250.47
2025-05-09,W-51067995,143430.59
2025-05-09,W-84183083,424432.94
2025-05-09,W-51124031,408592.98
2025-05-09,W-51127798,352198.91
2025-05-09,W-51119944,458911.45
2025-05-09,W-51089713,716162.48
2025-05-09,W-84183219,185320.95
2025-05-09,W-51065204,707237.94
2025-05-09,W-51039493,747443.87
2025-05-09,W-51075845,358825.76
2025-05-09,W-51071190,462129.99
2025-05-09,W-51077796,291911.42
2025-05-09,W-51072463,368479.34
2025-05-09,W-51071453,7096.65
2025-05-09,W-51073969,363645.31
2025-05-09,W-51118571,320897.57
2025-05-09,W-51118201,925118.24
2025-05-09,W-51116508,208999.12
2025-05-09,W-51105229,637251.14
2025-05-09,W-51103259,345280.92
2025-05-09,W-51109508,504415.57
2025-05-09,W-51128659,108326.21
2025-05-09,W-51134909,433000.29
2025-05-09,W-51126055,651411.6
2025-05-09,W-51132943,161114.45
2025-05-09,W-51081131,232263.86
2025-05-09,W-51081169,247257.77
2025-05-09,W-51081453,274948.15
2025-05-09,W-51084800,265724.84
2025-05-09,W-51073392,258256.64
2025-05-09,W-51084772,231823.6
2025-05-09,W-51109549,485124.09
2025-05-09,W-51078104,277857.8
2025-05-09,W-51101847,464885.12
2025-05-09,W-51134833,745411.56
2025-05-09,W-51077837,217372.57
2025-05-09,W-51078671,771434.72
2025-05-09,W-51078510,183025.87
2025-05-09,W-51081546,100790.82
2025-05-09,W-51081582,326819.24
2025-05-09,W-51108665,138983.78
2025-05-09,W-51104526,95801.1
2025-05-09,W-51084472,104393.97
2025-05-09,W-51078555,18052.46
2025-05-09,W-51084792,274527.04
2025-05-09,W-51113620,248509.64
2025-05-09,W-51108889,368404.0
2025-05-09,W-51116720,281232.4
2025-05-09,W-51107585,271098.7
2025-05-09,W-51135024,44471.72
2025-05-09,W-51111418,372531.97
2025-05-09,W-51108913,674511.81
2025-05-09,W-51114329,225018.95
2025-05-09,W-51110666,219661.28
2025-05-09,W-51118380,512441.46
2025-05-09,W-51123048,181595.67
2025-05-09,W-51119943,472555.39
2025-05-09,W-51038662,1388080.92
2025-05-09,W-51089137,206621.22
2025-05-09,W-51055856,6012668.8
2025-05-09,W-51062500,245277.32
2025-05-09,W-51103584,449111.6
2025-05-09,W-51034199,348194.46
2025-05-09,W-51088707,320731.84
2025-05-09,W-51040843,246719.01
2025-05-09,W-51039041,435822.82
2025-05-09,W-51042341,444508.75
2025-05-09,W-51039573,314367.5
2025-05-09,W-51040748,113741.04
2025-05-09,W-51038777,277322.46
2025-05-09,W-51056644,141736.77
2025-05-09,W-84181243,527883.22
2025-05-09,W-51126768,226873.36
2025-05-09,W-51067522,720481.66
2025-05-09,W-51040507,376954.28
2025-05-09,W-51040689,217778.58
2025-05-09,W-51039155,77526.3
2025-05-09,W-51060006,268602.51
2025-05-09,W-51065427,274434.08
2025-05-09,W-51067371,375084.8
2025-05-09,W-51102932,708696.95
2025-05-09,W-51120490,337912.09
2025-05-09,W-84182231,355338.44
2025-05-09,W-51066465,9999999.98
2025-05-09,W-84183444,514582.37
2025-05-09,W-51043360,45202.03
2025-05-09,W-51124309,487253.44
2025-05-09,W-51041064,247462.05
2025-05-09,W-51039811,262914.61
2025-05-09,W-51043407,81293.42
2025-05-09,W-51063629,569789.18
2025-05-09,W-84176160,1241142.67
2025-05-09,W-51102571,259023.56
2025-05-09,W-51088430,471937.77
2025-05-09,W-51048193,458545.8
2025-05-09,W-51049536,398288.44
2025-05-09,W-84182458,357775.2
2025-05-09,W-51065485,1114435.99
2025-05-09,W-51043276,367369.52
2025-05-09,W-51124155,0.0
2025-05-09,W-51064104,1186927.4
2025-05-09,W-51037485,260761.97
2025-05-09,W-51042515,252877.52
2025-05-09,W-51042063,508789.67
2025-05-09,W-51036631,430487.2
2025-05-09,W-51066753,260088.31
2025-05-09,W-51035579,67314.14
2025-05-09,W-51039716,272266.22
2025-05-09,W-84183191,111627.59
2025-05-09,W-51050599,839101.48
2025-05-09,W-51042170,361779.61
2025-05-09,W-84181160,786328.91
2025-05-09,W-51050290,794327.17
2025-05-09,W-51046620,779194.1
2025-05-09,W-51127901,659482.35
2025-05-09,W-51042277,709619.92
2025-05-09,W-51045092,533033.66
2025-05-09,W-51043129,94070.6
2025-05-09,W-51061746,261075.91
2025-05-09,W-51101060,704545.05
2025-05-09,W-51063692,511498.61
2025-05-09,W-51041496,373012.8
2025-05-09,W-51036148,655395.0
2025-05-09,W-51050712,239423.3
2025-05-09,W-51102968,340686.04
2025-05-09,W-51124591,292789.5
2025-05-09,W-51040111,482394.14
2025-05-09,W-51040914,767203.04
2025-05-09,W-51119194,193861.93
2025-05-09,W-51089952,8630431.6
2025-05-09,W-51052447,273100.77
2025-05-09,W-51129711,301224.7
2025-05-09,W-51136054,448495.07
2025-05-09,W-51141819,47692.27
2025-05-09,W-51130401,167969.43
2025-05-09,W-51130375,464773.38
2025-05-09,W-51129367,200368.86
2025-05-09,W-51118752,486851.38
2025-05-09,W-51118204,419620.8
2025-05-09,W-51104749,33015.44
2025-05-09,W-51109249,287431.46
2025-05-09,W-51106991,419653.56
2025-05-09,W-51106902,519687.03
2025-05-09,W-51102643,1078015.02
2025-05-09,W-51131916,285226.86
2025-05-09,W-51130098,664595.2
2025-05-09,W-51105752,613714.5
2025-05-09,W-51098862,489692.52
2025-05-09,W-51078197,219916.87
2025-05-09,W-51084756,329210.24
2025-05-09,W-51113533,495079.3
2025-05-09,W-51116096,203491.51
2025-05-09,W-51116281,259446.73
2025-05-09,W-51076662,377926.17
2025-05-09,W-51107095,493778.62
2025-05-09,W-51107170,79793.83
2025-05-09,W-51099964,254106.02
2025-05-09,W-51132411,311791.11
2025-05-09,W-51128761,540106.21
2025-05-09,W-51084851,907265.68
2025-05-09,W-51080370,347578.34
2025-05-09,W-51108931,641804.71
2025-05-09,W-51074995,92.3
2025-05-09,W-51106632,132582.58
2025-05-09,W-51103059,309526.95
2025-05-09,W-51123243,1034881.76
2025-05-09,W-51076902,611303.71
2025-05-09,W-51076972,521432.97
2025-05-09,W-51113149,72732.53
2025-05-09,W-51107686,511207.63
2025-05-09,W-51109128,506532.27
2025-05-09,W-51080441,575304.17
2025-05-09,W-51114000,398425.62
2025-05-09,W-51118062,245210.48
2025-05-09,W-51105376,556791.5
2025-05-09,W-51107317,32166.94
2025-05-09,W-51129150,41928.95
2025-05-09,W-51133940,333969.39
