Date/Time,Badge Number,Reading
2025-05-10 16:00:00,W-84182910,65745.36
2025-05-10 16:00:00,W-51139197,366575.19
2025-05-10 16:00:00,W-84178630,238649.79
2025-05-10 16:00:00,W-51140306,1165388.3
2025-05-10 16:00:00,W-51139156,138987.26
2025-05-10 16:00:00,W-51139376,42858.96
2025-05-10 16:00:00,W-84220384,260386.98
2025-05-10 16:00:00,W-51046560,360754.94
2025-05-10 16:00:00,W-84181147,9999999.98
2025-05-10 16:00:00,W-51046106,488749.59
2025-05-10 16:00:00,W-51063502,123537.37
2025-05-10 16:00:00,W-84218604,114619.91
2025-05-10 16:00:00,W-51139379,640173.02
2025-05-10 16:00:00,W-51140047,59264.95
2025-05-10 16:00:00,W-51140570,476338.3
2025-05-10 16:00:00,W-51140322,715525.8
2025-05-10 16:00:00,W-84182059,246129.22
2025-05-10 16:00:00,W-51045048,0.02
2025-05-10 16:00:00,W-51109269,122619.45
2025-05-10 16:00:00,W-51133779,408952.58
2025-05-10 16:00:00,W-51119892,305021.03
2025-05-10 16:00:00,W-51079798,482195.99
2025-05-10 16:00:00,W-51084949,283541.63
2025-05-10 16:00:00,W-51084704,379851.84
2025-05-10 16:00:00,W-51084901,551142.21
2025-05-10 16:00:00,W-51108860,382948.39
2025-05-10 16:00:00,W-51112989,422572.29
2025-05-10 16:00:00,W-51108774,834.07
2025-05-10 16:00:00,W-51106023,593691.15
2025-05-10 16:00:00,W-51099133,170488.71
2025-05-10 16:00:00,W-51102517,374153.7
2025-05-10 16:00:00,W-51109978,391811.13
2025-05-10 16:00:00,W-51135293,385048.58
2025-05-10 16:00:00,W-51122525,143954.73
2025-05-10 16:00:00,W-51132557,306403.01
2025-05-10 16:00:00,W-51079677,521808.48
2025-05-10 16:00:00,W-51109859,263719.74
2025-05-10 16:00:00,W-51080450,447049.71
2025-05-10 16:00:00,W-51113229,448885.78
2025-05-10 16:00:00,W-51108257,175450.65
2025-05-10 16:00:00,W-51115731,195939.66
2025-05-10 16:00:00,W-51112163,265795.13
2025-05-10 16:00:00,W-51111100,224144.05
2025-05-10 16:00:00,W-51111415,160261.49
2025-05-10 16:00:00,W-51119348,151292.24
2025-05-10 16:00:00,W-51117940,756867.52
2025-05-10 16:00:00,W-51105360,896979.53
2025-05-10 16:00:00,W-51107503,1091841.87
2025-05-10 16:00:00,W-51102264,156888.59
2025-05-10 16:00:00,W-51106930,453544.19
2025-05-10 16:00:00,W-51123874,1144141.59
2025-05-10 16:00:00,W-51127489,471930.63
2025-05-10 16:00:00,W-51110901,138451.43
2025-05-10 16:00:00,W-51107637,738386.89
2025-05-10 16:00:00,W-51106520,415217.51
2025-05-10 16:00:00,W-51109934,426848.89
2025-05-10 16:00:00,W-51105632,1201883.1
2025-05-10 16:00:00,W-51105638,1082545.64
2025-05-10 16:00:00,W-51108486,681290.6
2025-05-10 16:00:00,W-51106125,210554.18
2025-05-10 16:00:00,W-51078067,331404.94
2025-05-10 16:00:00,W-51112153,255115.84
2025-05-10 16:00:00,W-51113422,1126595.07
2025-05-10 16:00:00,W-51103608,457273.81
2025-05-10 16:00:00,W-51135135,1229665.88
2025-05-10 16:00:00,W-51072933,427751.21
2025-05-10 16:00:00,W-51080902,306536.05
2025-05-10 16:00:00,W-51080814,113980.47
2025-05-10 16:00:00,W-51067136,391559.44
2025-05-10 16:00:00,W-51064253,1072001.96
2025-05-10 16:00:00,W-84183756,344108.95
2025-05-10 16:00:00,W-51085309,532044.99
2025-05-10 16:00:00,W-51045820,322797.88
2025-05-10 16:00:00,W-51039531,446292.89
2025-05-10 16:00:00,W-51033009,248281.17
2025-05-10 16:00:00,W-51061347,1407868.58
2025-05-10 16:00:00,W-84179488,566161.54
2025-05-10 16:00:00,W-51119037,751062.67
2025-05-10 16:00:00,W-51125649,1260715.04
2025-05-10 16:00:00,W-51046648,570125.24
2025-05-10 16:00:00,W-84182047,319286.42
2025-05-10 16:00:00,W-51125542,339650.12
2025-05-10 16:00:00,W-51066676,888353.86
