Date/Time,Badge Number,Reading
2025-05-10 08:00:00,W-84182910,65744.69
2025-05-10 08:00:00,W-51139197,366575.17
2025-05-10 08:00:00,W-84178630,238649.79
2025-05-10 08:00:00,W-51140306,1164987.5
2025-05-10 08:00:00,W-51139156,138974.78
2025-05-10 08:00:00,W-51139376,42851.88
2025-05-10 08:00:00,W-84220384,260339.91
2025-05-10 08:00:00,W-51046560,360015.66
2025-05-10 08:00:00,W-84181147,9999999.98
2025-05-10 08:00:00,W-51046106,488749.59
2025-05-10 08:00:00,W-51063502,123517.46
2025-05-10 08:00:00,W-84218604,114493.65
2025-05-10 08:00:00,W-51139379,639999.22
2025-05-10 08:00:00,W-51140047,59253.77
2025-05-10 08:00:00,W-51140570,476017.6
2025-05-10 08:00:00,W-51140322,715316.8
2025-05-10 08:00:00,W-84182059,245989.31
2025-05-10 08:00:00,W-51045048,0.02
2025-05-10 08:00:00,W-51109269,122612.03
2025-05-10 08:00:00,W-51133779,408917.16
2025-05-10 08:00:00,W-51119892,304888.35
2025-05-10 08:00:00,W-51079798,482159.27
2025-05-10 08:00:00,W-51084949,283541.63
2025-05-10 08:00:00,W-51084704,379831.26
2025-05-10 08:00:00,W-51084901,551065.08
2025-05-10 08:00:00,W-51108860,382906.63
2025-05-10 08:00:00,W-51112989,422464.74
2025-05-10 08:00:00,W-51108774,834.07
2025-05-10 08:00:00,W-51106023,593639.62
2025-05-10 08:00:00,W-51099133,170478.79
2025-05-10 08:00:00,W-51102517,374052.16
2025-05-10 08:00:00,W-51109978,391811.13
2025-05-10 08:00:00,W-51135293,384937.13
2025-05-10 08:00:00,W-51122525,143953.9
2025-05-10 08:00:00,W-51132557,306326.15
2025-05-10 08:00:00,W-51079677,521580.7
2025-05-10 08:00:00,W-51109859,263628.69
2025-05-10 08:00:00,W-51080450,447001.25
2025-05-10 08:00:00,W-51113229,448885.78
2025-05-10 08:00:00,W-51108257,175447.32
2025-05-10 08:00:00,W-51115731,195913.85
2025-05-10 08:00:00,W-51111100,224129.68
2025-05-10 08:00:00,W-51112163,265780.11
2025-05-10 08:00:00,W-51111415,160231.95
2025-05-10 08:00:00,W-51119348,151280.0
2025-05-10 08:00:00,W-51117940,756743.24
2025-05-10 08:00:00,W-51105360,896973.38
2025-05-10 08:00:00,W-51107503,1091596.6
2025-05-10 08:00:00,W-51102264,156870.64
2025-05-10 08:00:00,W-51106930,453471.91
2025-05-10 08:00:00,W-51123874,1144068.29
2025-05-10 08:00:00,W-51127489,471798.44
2025-05-10 08:00:00,W-51110901,138413.24
2025-05-10 08:00:00,W-51107637,738273.12
2025-05-10 08:00:00,W-51106520,415164.71
2025-05-10 08:00:00,W-51109934,426848.89
2025-05-10 08:00:00,W-51105632,1201781.39
2025-05-10 08:00:00,W-51105638,1082514.09
2025-05-10 08:00:00,W-51108486,681179.03
2025-05-10 08:00:00,W-51106125,210554.15
2025-05-10 08:00:00,W-51078067,331344.44
2025-05-10 08:00:00,W-51112153,254930.39
2025-05-10 08:00:00,W-51113422,1126573.48
2025-05-10 08:00:00,W-51103608,457204.19
2025-05-10 08:00:00,W-51135135,1229622.83
2025-05-10 08:00:00,W-51072933,427730.34
2025-05-10 08:00:00,W-51080902,306493.15
2025-05-10 08:00:00,W-51080814,113980.47
2025-05-10 08:00:00,W-51067136,391450.22
2025-05-10 08:00:00,W-51064253,1071504.41
2025-05-10 08:00:00,W-84183756,343953.57
2025-05-10 08:00:00,W-51085309,531921.37
2025-05-10 08:00:00,W-51045820,322652.89
2025-05-10 08:00:00,W-51039531,446274.44
2025-05-10 08:00:00,W-51033009,248262.77
2025-05-10 08:00:00,W-51061347,1407868.58
2025-05-10 08:00:00,W-84179488,566088.41
2025-05-10 08:00:00,W-51119037,751028.95
2025-05-10 08:00:00,W-51125649,1260402.54
2025-05-10 08:00:00,W-51046648,569966.97
2025-05-10 08:00:00,W-51125542,339650.12
2025-05-10 08:00:00,W-84182047,319225.81
2025-05-10 08:00:00,W-51066676,888166.86
2025-05-10 08:00:00,W-51128557,616393.51
2025-05-10 08:00:00,W-51050787,256764.53
2025-05-10 08:00:00,W-51068320,121700.95
2025-05-10 08:00:00,W-51044692,583581.57
2025-05-10 08:00:00,W-84183381,563624.44
2025-05-10 08:00:00,W-51038256,342159.41
2025-05-10 08:00:00,W-51043372,394338.66
2025-05-10 08:00:00,W-51057979,172110.85
2025-05-10 08:00:00,W-84176489,230291.64
2025-05-10 08:00:00,W-51037921,141836.63
2025-05-10 08:00:00,W-51062894,397984.35
2025-05-10 08:00:00,W-51066321,373517.62
2025-05-10 08:00:00,W-51122202,821641.91
2025-05-10 08:00:00,W-51048463,324802.16
2025-05-10 08:00:00,W-51088721,22855.26
2025-05-10 08:00:00,W-51065024,198087.51
2025-05-10 08:00:00,W-51068904,1987391.29
2025-05-10 08:00:00,W-51127697,428984.88
2025-05-10 08:00:00,W-51065132,331890.65
2025-05-10 08:00:00,W-51047669,500776.25
2025-05-10 08:00:00,W-51124879,402850.4
2025-05-10 08:00:00,W-51041871,330153.65
