Date/Time,Badge Number,Reading
2025-05-11 16:00:00,W-84182910,65745.36
2025-05-11 16:00:00,W-51054640,747667.38
2025-05-11 16:00:00,W-51139197,366673.22
2025-05-11 16:00:00,W-84178630,238712.16
2025-05-11 16:00:00,W-51140306,1166217.2
2025-05-11 16:00:00,W-51139156,139016.16
2025-05-11 16:00:00,W-51139376,42872.21
2025-05-11 16:00:00,W-84220384,260588.16
2025-05-11 16:00:00,W-51046560,363022.74
2025-05-11 16:00:00,W-84181147,9999999.98
2025-05-11 16:00:00,W-51046106,488749.59
2025-05-11 16:00:00,W-51063502,123537.6
2025-05-11 16:00:00,W-84218604,114645.15
2025-05-11 16:00:00,W-51139379,640501.18
2025-05-11 16:00:00,W-51140047,59278.56
2025-05-11 16:00:00,W-51140570,476979.8
2025-05-11 16:00:00,W-51140156,587197.3
2025-05-11 16:00:00,W-51140322,716166.3
2025-05-11 16:00:00,W-84182059,246546.95
2025-05-11 16:00:00,W-51045048,0.02
2025-05-11 16:00:00,W-51109269,122641.39
2025-05-11 16:00:00,W-51106171,826664.59
2025-05-11 16:00:00,W-51133779,409101.92
2025-05-11 16:00:00,W-51119892,305168.26
2025-05-11 16:00:00,W-51079798,482239.6
2025-05-11 16:00:00,W-51084949,283583.41
2025-05-11 16:00:00,W-51084704,379983.11
2025-05-11 16:00:00,W-51084901,551360.23
2025-05-11 16:00:00,W-51108860,383065.78
2025-05-11 16:00:00,W-51112989,422639.82
2025-05-11 16:00:00,W-51108774,834.07
2025-05-11 16:00:00,W-51106023,593917.54
2025-05-11 16:00:00,W-51099133,170530.9
2025-05-11 16:00:00,W-51102517,374305.57
2025-05-11 16:00:00,W-51109978,391811.13
2025-05-11 16:00:00,W-51135293,385232.66
2025-05-11 16:00:00,W-51122525,143956.79
2025-05-11 16:00:00,W-51132557,306513.99
2025-05-11 16:00:00,W-51079677,522146.46
2025-05-11 16:00:00,W-51109859,263764.36
2025-05-11 16:00:00,W-51080450,447158.4
2025-05-11 16:00:00,W-51113229,448885.78
2025-05-11 16:00:00,W-51108257,175557.69
2025-05-11 16:00:00,W-51115731,195988.44
2025-05-11 16:00:00,W-51112163,265944.33
2025-05-11 16:00:00,W-51111100,224198.93
2025-05-11 16:00:00,W-51111415,160297.17
2025-05-11 16:00:00,W-51119348,151358.06
2025-05-11 16:00:00,W-51117940,757166.74
2025-05-11 16:00:00,W-51105360,897876.41
2025-05-11 16:00:00,W-51107503,1093055.75
2025-05-11 16:00:00,W-51102264,157133.35
2025-05-11 16:00:00,W-51106930,453831.03
2025-05-11 16:00:00,W-51122473,422753.68
2025-05-11 16:00:00,W-51123874,1144559.85
2025-05-11 16:00:00,W-51127489,472097.87
2025-05-11 16:00:00,W-51110901,138567.92
2025-05-11 16:00:00,W-51107637,738487.69
2025-05-11 16:00:00,W-51106520,415315.64
2025-05-11 16:00:00,W-51109934,426848.89
2025-05-11 16:00:00,W-51105632,1202926.6
2025-05-11 16:00:00,W-51105638,1084172.12
2025-05-11 16:00:00,W-51108486,681465.4
2025-05-11 16:00:00,W-51106125,210554.38
2025-05-11 16:00:00,W-51078067,331529.76
2025-05-11 16:00:00,W-51112153,255234.29
2025-05-11 16:00:00,W-51113422,1126695.1
2025-05-11 16:00:00,W-51103608,457369.81
2025-05-11 16:00:00,W-51135135,1230461.83
2025-05-11 16:00:00,W-51072933,427862.89
2025-05-11 16:00:00,W-51080902,306589.27
2025-05-11 16:00:00,W-51080814,113980.47
2025-05-11 16:00:00,W-51067136,391735.29
2025-05-11 16:00:00,W-51064253,1072747.36
2025-05-11 16:00:00,W-84183756,344350.4
2025-05-11 16:00:00,W-51085309,532225.18
2025-05-11 16:00:00,W-51045820,323227.68
2025-05-11 16:00:00,W-51039531,446670.84
2025-05-11 16:00:00,W-51033009,248420.69
2025-05-11 16:00:00,W-51061347,1407868.58
2025-05-11 16:00:00,W-84179488,566216.22
2025-05-11 16:00:00,W-51119037,751133.97
2025-05-11 16:00:00,W-51125649,1260911.87
2025-05-11 16:00:00,W-51046648,570355.83
2025-05-11 16:00:00,W-51125542,340396.42
2025-05-11 16:00:00,W-84182047,319441.2
2025-05-11 16:00:00,W-51066676,888357.75
2025-05-11 16:00:00,W-51128557,616521.49
2025-05-11 16:00:00,W-51050787,257135.54
2025-05-11 16:00:00,W-51068320,121826.04
2025-05-11 16:00:00,W-51044692,584157.54
2025-05-11 16:00:00,W-84183381,563703.77
2025-05-11 16:00:00,W-51038256,342365.09
2025-05-11 16:00:00,W-51043372,394338.55
2025-05-11 16:00:00,W-84180592,201532.08
2025-05-11 16:00:00,W-51057979,172301.73
2025-05-11 16:00:00,W-84176489,230370.98
2025-05-11 16:00:00,W-51037921,141882.07
2025-05-11 16:00:00,W-51062894,398721.48
2025-05-11 16:00:00,W-51066321,373517.65
2025-05-11 16:00:00,W-51122202,822796.23
2025-05-11 16:00:00,W-51048463,325091.46
2025-05-11 16:00:00,W-51088721,22868.74
2025-05-11 16:00:00,W-51065024,198151.88
2025-05-11 16:00:00,W-51068904,1987391.29
2025-05-11 16:00:00,W-51127697,429126.17
2025-05-11 16:00:00,W-51047097,1641276.47
2025-05-11 16:00:00,W-51065132,332096.72
2025-05-11 16:00:00,W-51047669,501222.74
