Date/Time,Badge Number,Reading
2025-05-08 16:00:00,W-84182910,65600.74
2025-05-08 16:00:00,W-51139197,366418.18
2025-05-08 16:00:00,W-84178630,238543.03
2025-05-08 16:00:00,W-51140306,1163591.3
2025-05-08 16:00:00,W-51139156,138861.84
2025-05-08 16:00:00,W-51139376,42832.2
2025-05-08 16:00:00,W-84220384,260148.16
2025-05-08 16:00:00,W-51046560,356574.21
2025-05-08 16:00:00,W-84181147,9999999.98
2025-05-08 16:00:00,W-51046106,488749.59
2025-05-08 16:00:00,W-51063502,123405.91
2025-05-08 16:00:00,W-84218604,114428.98
2025-05-08 16:00:00,W-51140047,59179.57
2025-05-08 16:00:00,W-51139379,639444.21
2025-05-08 16:00:00,W-51140570,475483.0
2025-05-08 16:00:00,W-51140322,714699.0
2025-05-08 16:00:00,W-84182059,245285.8
2025-05-08 16:00:00,W-51109269,122566.79
2025-05-08 16:00:00,W-51045048,0.02
2025-05-08 16:00:00,W-51133779,408485.6
2025-05-08 16:00:00,W-51119892,304600.64
2025-05-08 16:00:00,W-51079798,481286.98
2025-05-08 16:00:00,W-51084949,283506.22
2025-05-08 16:00:00,W-51084704,379672.65
2025-05-08 16:00:00,W-51084901,550491.73
2025-05-08 16:00:00,W-51108860,382829.49
2025-05-08 16:00:00,W-51112989,422341.22
2025-05-08 16:00:00,W-51108774,834.07
2025-05-08 16:00:00,W-51106023,593063.13
2025-05-08 16:00:00,W-51099133,170402.55
2025-05-08 16:00:00,W-51102517,373788.18
2025-05-08 16:00:00,W-51109978,391719.81
2025-05-08 16:00:00,W-51135293,384295.95
2025-05-08 16:00:00,W-51122525,143908.99
2025-05-08 16:00:00,W-51132557,306097.72
2025-05-08 16:00:00,W-51079677,521263.93
2025-05-08 16:00:00,W-51109859,263592.57
2025-05-08 16:00:00,W-51080450,446573.41
2025-05-08 16:00:00,W-51113229,448784.12
2025-05-08 16:00:00,W-51108257,175336.26
2025-05-08 16:00:00,W-51115731,195774.86
2025-05-08 16:00:00,W-51112163,265671.41
2025-05-08 16:00:00,W-51111100,224086.1
2025-05-08 16:00:00,W-51111415,160191.09
2025-05-08 16:00:00,W-51119348,151133.06
2025-05-08 16:00:00,W-51117940,756285.81
2025-05-08 16:00:00,W-51105360,895876.26
2025-05-08 16:00:00,W-51107503,1090221.83
2025-05-08 16:00:00,W-51102264,156261.18
2025-05-08 16:00:00,W-51106930,453327.72
2025-05-08 16:00:00,W-51123874,1143561.9
2025-05-08 16:00:00,W-51127489,471496.29
2025-05-08 16:00:00,W-51110901,138216.73
2025-05-08 16:00:00,W-51107637,738110.24
2025-05-08 16:00:00,W-51106520,414879.58
2025-05-08 16:00:00,W-51109934,426848.89
2025-05-08 16:00:00,W-51105632,1200709.39
2025-05-08 16:00:00,W-51105638,1082373.54
2025-05-08 16:00:00,W-51108486,680925.8
2025-05-08 16:00:00,W-51106125,210553.94
2025-05-08 16:00:00,W-51078067,331096.87
2025-05-08 16:00:00,W-51112153,254860.68
2025-05-08 16:00:00,W-51113422,1126407.13
2025-05-08 16:00:00,W-51103608,456955.28
2025-05-08 16:00:00,W-51135135,1228832.03
2025-05-08 16:00:00,W-51072933,427644.63
2025-05-08 16:00:00,W-51080902,306390.79
2025-05-08 16:00:00,W-51080814,113980.47
2025-05-08 16:00:00,W-51067136,391260.14
2025-05-08 16:00:00,W-51064253,1070805.0
2025-05-08 16:00:00,W-84183756,343608.89
2025-05-08 16:00:00,W-51085309,531669.36
2025-05-08 16:00:00,W-51045820,321963.38
2025-05-08 16:00:00,W-51039531,445711.24
2025-05-08 16:00:00,W-51033009,247989.34
2025-05-08 16:00:00,W-51061347,1407868.58
2025-05-08 16:00:00,W-84179488,566039.95
2025-05-08 16:00:00,W-51119037,750905.97
2025-05-08 16:00:00,W-51125649,1258412.2
2025-05-08 16:00:00,W-51046648,569768.85
2025-05-08 16:00:00,W-51125542,338188.67
2025-05-08 16:00:00,W-84182047,319049.08
2025-05-08 16:00:00,W-51066676,887992.86
2025-05-08 16:00:00,W-51128557,616316.76
2025-05-08 16:00:00,W-51050787,256655.79
2025-05-08 16:00:00,W-51068320,121606.37
2025-05-08 16:00:00,W-51044692,583212.78
2025-05-08 16:00:00,W-84183381,562426.25
2025-05-08 16:00:00,W-51038256,342086.84
2025-05-08 16:00:00,W-51043372,394338.65
2025-05-08 16:00:00,W-51057979,171996.61
2025-05-08 16:00:00,W-84176489,230231.21
2025-05-08 16:00:00,W-51037921,141802.37
2025-05-08 16:00:00,W-51062894,397161.1
2025-05-08 16:00:00,W-51066321,373517.62
2025-05-08 16:00:00,W-51122202,821038.28
2025-05-08 16:00:00,W-51048463,324708.7
2025-05-08 16:00:00,W-51088721,22832.42
2025-05-08 16:00:00,W-51065024,198007.75
2025-05-08 16:00:00,W-51068904,1983213.7
2025-05-08 16:00:00,W-51127697,428466.66
2025-05-08 16:00:00,W-51047097,1639442.93
2025-05-08 16:00:00,W-51065132,331828.27
2025-05-08 16:00:00,W-51047669,500519.08
