Date/Time,Badge Number,Reading
2025-05-10,W-84182910,65744.69
2025-05-10,W-51139197,366539.57
2025-05-10,W-84178630,238649.79
2025-05-10,W-51140306,1164877.8
2025-05-10,W-51139156,138967.32
2025-05-10,W-51139376,42847.03
2025-05-10,W-84220384,260329.41
2025-05-10,W-51046560,359305.76
2025-05-10,W-84181147,9999999.98
2025-05-10,W-51046106,488749.59
2025-05-10,W-84218604,114469.47
2025-05-10,W-51063502,123517.46
2025-05-10,W-51139379,639955.69
2025-05-10,W-51140047,59251.17
2025-05-10,W-51140570,475990.1
2025-05-10,W-51140322,715261.7
2025-05-10,W-84182059,245851.52
2025-05-10,W-51045048,0.02
2025-05-10,W-51109269,122603.51
2025-05-10,W-51133779,408827.07
2025-05-10,W-51119892,304864.56
2025-05-10,W-51079798,482159.16
2025-05-10,W-51084949,283534.03
2025-05-10,W-51084704,379818.53
2025-05-10,W-51084901,551007.04
2025-05-10,W-51108860,382904.66
2025-05-10,W-51112989,422461.64
2025-05-10,W-51108774,834.07
2025-05-10,W-51106023,593636.32
2025-05-10,W-51099133,170459.78
2025-05-10,W-51102517,374038.95
2025-05-10,W-51109978,391811.13
2025-05-10,W-51135293,384875.17
2025-05-10,W-51122525,143953.34
2025-05-10,W-51132557,306303.71
2025-05-10,W-51079677,521575.81
2025-05-10,W-51109859,263628.69
2025-05-10,W-51080450,446994.19
2025-05-10,W-51113229,448885.78
2025-05-10,W-51108257,175447.32
2025-05-10,W-51115731,195906.24
2025-05-10,W-51112163,265770.93
2025-05-10,W-51111100,224126.0
2025-05-10,W-51111415,160228.22
2025-05-10,W-51119348,151247.6
2025-05-10,W-51117940,756692.85
2025-05-10,W-51105360,896192.47
2025-05-10,W-51107503,1091460.45
2025-05-10,W-51102264,156811.73
2025-05-10,W-51106930,453427.2
2025-05-10,W-51123874,1143938.01
2025-05-10,W-51127489,471787.85
2025-05-10,W-51110901,138374.06
2025-05-10,W-51107637,738258.75
2025-05-10,W-51106520,415156.5
2025-05-10,W-51109934,426848.89
2025-05-10,W-51105632,1200819.41
2025-05-10,W-51105638,1082503.36
2025-05-10,W-51108486,681167.2
2025-05-10,W-51106125,210554.05
2025-05-10,W-51078067,331342.15
2025-05-10,W-51112153,254930.32
2025-05-10,W-51113422,1126556.67
2025-05-10,W-51103608,457201.1
2025-05-10,W-51135135,1229103.59
2025-05-10,W-51072933,427721.16
2025-05-10,W-51080902,306479.98
2025-05-10,W-51080814,113980.47
2025-05-10,W-51067136,391445.0
2025-05-10,W-51064253,1071400.56
2025-05-10,W-84183756,343946.61
2025-05-10,W-51085309,531895.76
2025-05-10,W-51045820,322522.93
2025-05-10,W-51039531,445988.77
2025-05-10,W-51033009,248244.62
2025-05-10,W-51061347,1407868.58
2025-05-10,W-84179488,566086.55
2025-05-10,W-51119037,751025.13
2025-05-10,W-51125649,1258529.21
2025-05-10,W-51046648,569966.97
2025-05-10,W-51125542,338892.9
2025-05-10,W-84182047,319223.55
2025-05-10,W-51066676,888165.42
2025-05-10,W-51128557,616391.1
2025-05-10,W-51050787,256748.42
2025-05-10,W-51068320,121700.03
2025-05-10,W-51044692,583525.98
2025-05-10,W-84183381,563615.46
2025-05-10,W-51038256,342148.84
2025-05-10,W-51043372,394338.66
2025-05-10,W-51057979,172103.41
2025-05-10,W-84176489,230285.48
2025-05-10,W-51037921,141839.42
2025-05-10,W-51062894,397806.17
2025-05-10,W-51066321,373517.62
2025-05-10,W-51122202,821306.36
2025-05-10,W-51048463,324791.38
2025-05-10,W-51088721,22855.26
2025-05-10,W-51065024,198071.9
2025-05-10,W-51068904,1987340.48
2025-05-10,W-51127697,428971.19
2025-05-10,W-51065132,331887.01
2025-05-10,W-51047669,500753.51
2025-05-10,W-51124879,402808.27
2025-05-10,W-51041871,330145.53
2025-05-10,W-51033517,666777.48
2025-05-10,W-51057191,225928.4
2025-05-10,W-51061402,237476.79
2025-05-10,W-51121029,688790.55
2025-05-10,W-51066140,1000864.01
2025-05-10,W-84183538,378354.58
2025-05-10,W-51125675,279631.62
2025-05-10,W-84183296,267988.07
2025-05-10,W-51060679,121107.57
2025-05-10,W-51033589,270818.68
2025-05-10,W-51065106,179577.79
2025-05-10,W-51039073,1112089.02
2025-05-10,W-51120786,352129.72
2025-05-10,W-51126731,1158913.98
2025-05-10,W-51047831,453457.96
2025-05-10,W-51047068,85174.74
2025-05-10,W-51041865,297396.66
2025-05-10,W-51128539,256963.67
2025-05-10,W-51041413,367041.72
2025-05-10,W-51043761,409161.46
2025-05-10,W-51038707,96235.44
2025-05-10,W-51035287,452813.38
2025-05-10,W-51039744,176608.4
2025-05-10,W-51065638,258591.94
2025-05-10,W-51122944,728064.65
2025-05-10,W-51122265,1279166.97
2025-05-10,W-51069645,377600.39
2025-05-10,W-51068383,255192.38
2025-05-10,W-51050832,710343.99
2025-05-10,W-51128441,397456.89
2025-05-10,W-51063877,3.66
2025-05-10,W-51036722,204175.09
2025-05-10,W-51065169,1099383.71
2025-05-10,W-51038083,455134.59
2025-05-10,W-84180540,289617.15
2025-05-10,W-51034413,62088.74
2025-05-10,W-51060618,447886.61
2025-05-10,W-51048021,351747.0
2025-05-10,W-51102791,1317040.06
2025-05-10,W-51065319,313449.87
2025-05-10,W-51067995,143430.59
2025-05-10,W-84183083,424654.83
2025-05-10,W-51124031,408659.84
2025-05-10,W-51127798,352520.67
2025-05-10,W-51119944,459209.54
2025-05-10,W-51089713,716270.79
2025-05-10,W-84183219,185344.97
2025-05-10,W-51065204,707430.65
2025-05-10,W-51039493,747799.54
2025-05-10,W-51075845,358954.46
2025-05-10,W-51071190,462251.22
2025-05-10,W-51077796,291950.03
