Date/Time,Badge Number,Reading
2025-05-11 08:00:00,W-84182910,65745.36
2025-05-11 08:00:00,W-51054640,747639.57
2025-05-11 08:00:00,W-51139197,366620.47
2025-05-11 08:00:00,W-84178630,238712.16
2025-05-11 08:00:00,W-51140306,1165889.8
2025-05-11 08:00:00,W-51139156,139005.1
2025-05-11 08:00:00,W-51139376,42868.02
2025-05-11 08:00:00,W-84220384,260473.5
2025-05-11 08:00:00,W-51046560,362286.39
2025-05-11 08:00:00,W-84181147,9999999.98
2025-05-11 08:00:00,W-51046106,488749.59
2025-05-11 08:00:00,W-51063502,123537.61
2025-05-11 08:00:00,W-84218604,114645.16
2025-05-11 08:00:00,W-51139379,640294.8
2025-05-11 08:00:00,W-51140047,59269.41
2025-05-11 08:00:00,W-51140570,476706.0
2025-05-11 08:00:00,W-51140156,587076.3
2025-05-11 08:00:00,W-51140322,715927.7
2025-05-11 08:00:00,W-84182059,246410.69
2025-05-11 08:00:00,W-51045048,0.02
2025-05-11 08:00:00,W-51109269,122634.52
2025-05-11 08:00:00,W-51106171,826468.96
2025-05-11 08:00:00,W-51133779,409075.73
2025-05-11 08:00:00,W-51119892,305100.04
2025-05-11 08:00:00,W-51079798,482201.81
2025-05-11 08:00:00,W-51084949,283542.69
2025-05-11 08:00:00,W-51084704,379899.71
2025-05-11 08:00:00,W-51084901,551313.39
2025-05-11 08:00:00,W-51108860,382990.0
2025-05-11 08:00:00,W-51112989,422638.08
2025-05-11 08:00:00,W-51108774,834.07
2025-05-11 08:00:00,W-51106023,593769.99
2025-05-11 08:00:00,W-51099133,170519.66
2025-05-11 08:00:00,W-51102517,374269.64
2025-05-11 08:00:00,W-51109978,391811.13
2025-05-11 08:00:00,W-51135293,385063.42
2025-05-11 08:00:00,W-51122525,143956.17
2025-05-11 08:00:00,W-51132557,306430.17
2025-05-11 08:00:00,W-51079677,522031.83
2025-05-11 08:00:00,W-51109859,263764.36
2025-05-11 08:00:00,W-51080450,447093.61
2025-05-11 08:00:00,W-51113229,448885.78
2025-05-11 08:00:00,W-51108257,175462.95
2025-05-11 08:00:00,W-51115731,195985.73
