X-Easting	Y-Northing	Z-Elevation
74.90959724	93.21251922	0
75.17907367	64.40278759	0
94.9935575	93.07951286	0
95.26234119	64.60091165	0
54.04976655	64.21159095	0
54.52914363	35.06934342	0
75.44993558	34.93079513	0
75.09317373	5.462959114	0
74.87357468	10.43130083	0
74.86249082	15.72938748	0
75.05853665	22.01947989	0
75.46171218	29.30157807	0
77.96043061	34.91416933	0
81.72617316	34.88923064	0
85.28201505	35.19680785	0
89.46686618	34.83796777	0
92.60429223	35.14831595	0
95.5332031	35.12891918	0
78.52709312	64.04948945	0
83.33887527	64.01762334	0
86.89610264	63.66293972	0
92.54333098	64.28779251	0
95.65235463	78.17448772	0
95.63780706	85.12822644	0
95.41890076	89.76543774	0
95.88095931	68.9014506	0
75.17076077	68.37635258	0
74.94769802	75.00034637	0
74.93592142	80.62956343	0
74.71285867	87.25355723	0
77.83920085	92.86199205	0
81.81415132	92.83566787	0
85.99761697	93.13908863	0
90.39236876	92.44773266	0
93.73830999	93.08782576	0
91.44810674	87.80497943	0
88.10632196	85.17810383	0
84.77562104	77.25314158	0
82.27274617	73.62733281	0
90.43116228	73.90442939	0
87.70522466	76.90261441	0
82.04067778	84.556022	0
81.82869889	85.88192915	0
81.82869889	85.88192915	0
81.63473129	78.59844549	0
80.38294748	76.95110631	0
79.14224753	70.00568048	0
85.00076202	69.63575654	0
88.55798939	69.28107292	0
91.67463319	79.52533356	0
86.21721601	88.17074691	0
78.26800781	87.89226485	0
78.28463361	79.94513488	0
77.87730163	74.64981919	0
0.431577926	93.70575114	4
75.32108566	96.52105241	4
79.92296715	96.8217022	4
85.36237306	96.78567965	4
89.54722419	96.42683957	4
94.35900633	96.39497347	4
97.2879172	96.37557671	4
97.93909417	85.11298613	4
98.17254804	73.52203611	4
97.77145074	65.24654668	4
97.37243166	55.97766602	4
97.82409909	40.08063511	4
97.4299292	28.49384153	4
97.66130485	17.89628275	4
97.26297851	8.296271665	4
97.90376436	2.000637322	4
88.69723042	2.723859401	4
83.26059548	1.435360295	4
74.47247738	2.155811408	4
66.10346786	2.54236114	4
58.36346759	2.262493592	4
51.66742868	2.969089876	4
42.25307231	3.031436607	4
29.07297338	3.118722031	4
13.80148801	2.888731867	4
1.039112183	3.304376741	4
3.289136429	27.79278718	4
3.692311955	35.07488535	4
2.835390775	44.68320933	4
3.866190061	51.96115106	4
4.051152029	63.54933012	4
3.195616332	72.49539327	4
8.472920737	49.94388794	4
18.51282264	50.87077601	4
28.55618826	50.142012	4
38.59955387	49.41324799	4
48.8486637	50.33875057	4
51.98262604	52.30475082	4
52.20222509	47.33640911	4
36.72222453	46.77667401	4
36.50054727	52.73840697	4
43.19450795	53.02520193	4
45.71747233	47.04822866	4
24.79737312	46.85564654	4
27.50391399	53.12911315	4
32.31569614	53.09724705	4
31.28351137	46.48156615	4
18.10202696	47.2311124	4
23.52965626	52.82430691	4
17.04351802	53.1983873	4
15.38232401	47.24912368	4
11.39559694	52.90466492	4
8.897571248	46.96094324	4
5.758066974	47.64398631	4
1.588456156	40.71795724	4
5.773307286	40.35911717	4
1.607852917	31.44630561	4
5.794782271	30.09407429	4
6.015766796	24.46347174	4
2.042201809	23.82753509	4
1.936212367	74.49048866	4
5.911162836	74.46416448	4
5.506601826	67.84432714	4
1.325214403	66.54751514	4
1.339069233	59.92490683	4
5.737977472	57.24676836	4
5.539160674	52.28119761	4
1.559361015	54.6254347	4
1.364007925	48.00421187	4
5.426936559	5.924324923	4
15.04980811	6.191723125	4
27.8114912	6.107208668	4
38.27535087	4.382282445	4
32.42445654	1.109771811	4
24.68514901	0.498773848	4
2.721781177	-1.011402524	4
11.09633263	-4.04699558	4
18.20663092	-2.769580337	4
